"","OperatorName","PlantName","PlantState","County","OperatorID","PlantID","GeneratorID","UniqueID","NetGeneration2018","NameplateCapacityMW","Technology","EnergySource1","Status","OperatingMonth","OperatingYear","PlannedRetirementMonth","PlannedRetirementYear","CapacityFactor"
"3746","University of California Irvine","UCI Facilities Management Central Plant","CA","Orange",56427,57122,"STG1","56427 57122 STG1",4597,5.5,"Natural Gas Fired Combined Cycle","NG","OP",7,2007,NA,NA,9.54130344541303
"3753","Domtar Paper Company Bennettsville","Marlboro Mill","SC","Marlboro",56788,57470,"MG1","56788 57470 MG1",0,51.4,"Wood/Wood Waste Biomass","BLQ","OP",9,2010,NA,NA,0
"3760","Oregon State University","Oregon State University Energy Center","OR","Benton",56968,57653,"STG","56968 57653 STG",319,1,"Natural Gas Fired Combined Cycle","NG","OP",6,2010,NA,NA,3.64155251141553
"3775","Middlebury College Biomass","Middlebury College","VT","Addison",57123,57804,"3","57123 57804 3",653,0.8,"Wood/Wood Waste Biomass","WDS","OP",1,1999,NA,NA,9.31792237442922
"3798","Sonoco Products Co","Sonoco Products Co","SC","Darlington",57302,57919,"2","57302 57919 2",0,2.5,"Natural Gas Steam Turbine","NG","SB",6,1950,NA,NA,0
"3802","University of Cincinnati","East Campus Utility Plant","OH","Hamilton",57281,57929,"STG","57281 57929 STG",0,1.3,"Natural Gas Steam Turbine","NG","OP",11,2010,NA,NA,0
"3804","Wausau Paper Middletown","Wausau Paper Middletown","OH","Butler",57317,57940,"G3","57317 57940 G3",5998,7.5,"Conventional Steam Coal","BIT","OP",4,1986,NA,NA,9.12937595129376
"3805","Michigan Sugar Company","MSC Sebewaing","MI","Huron",57324,57949,"1","57324 57949 1",144,1.5,"Conventional Steam Coal","BIT","OP",10,1990,NA,NA,1.0958904109589
"3806","Michigan Sugar Company","MSC Sebewaing","MI","Huron",57324,57949,"2","57324 57949 2",0,1,"Conventional Steam Coal","BIT","OS",10,1979,NA,NA,0
"3807","Michigan Sugar Company","MSC Croswell","MI","Sanilac",57324,57950,"1","57324 57950 1",446,1.3,"Natural Gas Steam Turbine","NG","OP",10,1948,NA,NA,3.91640323147172
"3810","Roquette America","Roquette America","IA","Lee",57332,57953,"HRSG","57332 57953 HRSG",0,10,"Natural Gas Fired Combined Cycle","NG","OS",7,2004,NA,NA,0
"3811","Veolia Energy","Southeast Steam Plant","MN","Hennepin",57341,57966,"SSP","57341 57966 SSP",321,13,"Natural Gas Steam Turbine","NG","OP",1,1998,NA,NA,0.281875658587987
"3832","RockTenn-Battle Creek Mill","Battle Creek Mill","MI","Calhoun",57427,58052,"2TG","57427 58052 2TG",0,2,"Natural Gas Steam Turbine","NG","OS",1,1951,NA,NA,0
"3836","Pasadena Refining System Inc","PRSI FCC Generator","TX","Harris",57445,58069,"55M1","57445 58069 55M1",929,4.7,"Petroleum Coke","PC","OP",4,1979,NA,NA,2.25638783639367
"3846","Georgia-Pacific Toledo LLC","Georgia-Pacific Toledo Mill","OR","Lincoln",57492,58109,"TG1","57492 58109 TG1",0,18.5,"Wood/Wood Waste Biomass","BLQ","OS",2,2007,NA,NA,0
"3868","Cargill Salt Hersey","Cargill Salt Hersey","MI","Osceola",58170,58196,"ST1","58170 58196 ST1",1191,2.1,"Natural Gas Steam Turbine","NG","OP",9,1998,NA,NA,6.47423352902805
"3880","GSA Metropolitan Service Center","Central Utility Plant at White Oak","MD","Montgomery",58178,58207,"G12","58178 58207 G12",45,5,"Natural Gas Fired Combined Cycle","NG","OP",2,2014,NA,NA,0.102739726027397
"3890","Virginia Electric & Power Co","Brunswick County Power Station","VA","Brunswick",19876,58260,"CT02","19876 58260 CT02",0,297.5,"Natural Gas Fired Combined Cycle","NG","OP",4,2016,NA,NA,0
"3891","Virginia Electric & Power Co","Brunswick County Power Station","VA","Brunswick",19876,58260,"CT03","19876 58260 CT03",0,297.5,"Natural Gas Fired Combined Cycle","NG","OP",4,2016,NA,NA,0
"3892","Virginia Electric & Power Co","Brunswick County Power Station","VA","Brunswick",19876,58260,"ST01","19876 58260 ST01",0,579.7,"Natural Gas Fired Combined Cycle","NG","OP",4,2016,NA,NA,0
"3894","McKinley Paper Co. - Washington Mill","McKinley Paper Co. - Washington Mill","WA","Clallam",58341,58352,"G-11","58341 58352 G-11",0,20,"Wood/Wood Waste Biomass","WDS","OA",10,2013,NA,NA,0
"3902","Buena Vista Biomass LLC","Buena Vista Biomass Power","CA","Amador",58460,58472,"1","58460 58472 1",0,22.5,"Wood/Wood Waste Biomass","WDS","OS",12,2012,NA,NA,0
"3912","Gettysburg Energy and Nutrient Rec Facility LLC","Gettysburg Energy & Nutrient Rec Facility","PA","Adams",58527,58565,"GENRF","58527 58565 GENRF",0,3.3,"Other Waste Biomass","OBS","OA",6,2013,NA,NA,0
"3914","State of CA DGS BPM","DGS Central Utility Plant","CA","Sacramento",58548,58593,"STG","58548 58593 STG",0,2.9,"Natural Gas Steam Turbine","NG","SB",12,2010,NA,NA,0
"3915","Indeck Energy-Alexandria, LLC","Indeck Energy-Alexandria","NH","Grafton",58550,58595,"GEN1","58550 58595 GEN1",0,16,"Wood/Wood Waste Biomass","WDS","OP",11,2008,NA,NA,0
"3922","East Texas Electric Coop, Inc","Woodville Renewable Power Project","TX","Tyler",39347,58944,"G1","39347 58944 G1",0,49.9,"Wood/Wood Waste Biomass","WDS","OS",10,2014,NA,NA,0
"3964","Virginia Electric & Power Co","Greensville County Power Station","VA","Greensville",19876,59913,"CT02","19876 59913 CT02",0,369.8,"Natural Gas Fired Combined Cycle","NG","OP",12,2018,NA,NA,0
"3965","Virginia Electric & Power Co","Greensville County Power Station","VA","Greensville",19876,59913,"CT03","19876 59913 CT03",0,369.8,"Natural Gas Fired Combined Cycle","NG","OP",12,2018,NA,NA,0
"3966","Virginia Electric & Power Co","Greensville County Power Station","VA","Greensville",19876,59913,"ST01","19876 59913 ST01",0,663.9,"Natural Gas Fired Combined Cycle","NG","OP",12,2018,NA,NA,0
"3970","Dinuba Energy","Dinuba Energy","CA","Tulare",59849,60100,"G-1","59849 60100 G-1",0,11.5,"Wood/Wood Waste Biomass","WDS","SB",10,1985,NA,NA,0
"3980","Invenergy Services LLC","Lackawanna Energy Center","PA","Lackawanna",49893,60357,"GEN3","49893 60357 GEN3",237452,555,"Natural Gas Fired Combined Cycle","NG","OP",12,2018,NA,NA,4.88403471965116
"3988","Tenaska Pennsylvania Partners, LLC","Tenaska Westmoreland Generating Station","PA","Westmoreland",60249,60464,"CTG1","60249 60464 CTG1",31557,370,"Natural Gas Fired Combined Cycle","NG","OP",12,2018,NA,NA,0.973620881155128
"3989","Tenaska Pennsylvania Partners, LLC","Tenaska Westmoreland Generating Station","PA","Westmoreland",60249,60464,"CTG2","60249 60464 CTG2",72698,370,"Natural Gas Fired Combined Cycle","NG","OP",12,2018,NA,NA,2.24293471553746
"3990","Tenaska Pennsylvania Partners, LLC","Tenaska Westmoreland Generating Station","PA","Westmoreland",60249,60464,"STG1","60249 60464 STG1",41650,394,"Natural Gas Fired Combined Cycle","NG","OP",12,2018,NA,NA,1.20674269290499
